region,ages,year,population
CA,under18,1990,7980501
SD,total,2008,799124
MT,total,1990,800204
CT,under18,1994,801231
NJ,total,1994,8014306
VA,total,2010,8024417
GA,total,1999,8045965
CT,under18,2011,805109
DE,total,2002,806169
OR,under18,1995,806512
SD,total,2009,807067
NC,total,2000,8081614
NJ,total,1995,8083242
CT,under18,1995,808623
MT,total,1991,809680
VA,total,2011,8105850
CT,under18,1996,811855
PR,under18,2013,814068
CT,under18,2010,814187
CT,under18,1997,814373
NJ,total,1996,8149596
UT,under18,2007,815496
OR,under18,1996,816102
SD,total,2010,816211
DE,total,2003,818003
VA,total,2012,8186628
CT,under18,2009,820839
NC,total,2001,8210122
NJ,total,1997,8218808
GA,total,2000,8227303
SD,total,2011,823772
CA,under18,1991,8245605
CT,under18,1998,824600
MT,total,1992,825770
VA,total,2013,8260405
CT,under18,2008,826626
NJ,total,1998,8287418
OR,under18,1997,830002
DE,total,2004,830803
NC,total,2002,8326201
CT,under18,2007,833484
SD,total,2012,834047
CT,under18,1999,834654
NJ,total,1999,8359592
UT,under18,2008,837258
GA,total,2001,8377038
OR,under18,1998,837928
CT,under18,2006,839372
OK,under18,1990,841715
PR,under18,2012,841740
CT,under18,2000,842242
NC,total,2003,8422501
NJ,total,2000,8430621
OR,under18,1999,843484
CA,under18,1992,8439647
CT,under18,2005,844034
MT,total,1993,844761
SD,total,2013,844877
DE,total,2005,845150
CT,under18,2001,845850
OR,under18,2004,846786
OR,under18,2000,847511
OR,under18,2001,848663
CT,under18,2002,848877
CT,under18,2004,848979
NJ,total,2001,8492671
OR,under18,2005,849323
OK,under18,1991,849639
OR,under18,2003,850251
OR,under18,2002,850733
GA,total,2002,8508256
CT,under18,2003,851115
NJ,total,2002,8552643
NC,total,2004,8553152
OR,under18,2006,857003
OR,under18,2013,857606
UT,under18,2009,857853
DE,total,2006,859268
OR,under18,2012,859910
NJ,total,2003,8601402
MT,total,1994,861306
OR,under18,2007,862161
GA,total,2003,8622793
CA,under18,1993,8624810
OR,under18,2011,862518
OK,under18,1992,862548
NJ,total,2004,8634561
OR,under18,2010,865129
NJ,total,2005,8651974
OR,under18,2008,865664
NJ,total,2006,8661679
OR,under18,2009,866194
NJ,total,2007,8677885
PR,under18,2011,869327
OK,under18,1993,870137
NC,total,2005,8705407
NJ,total,2008,8711090
DE,total,2007,871749
UT,under18,2010,873019
NJ,total,2009,8755602
MT,total,1995,876553
GA,total,2004,8769252
OK,under18,1994,877803
CA,under18,1994,8790058
NJ,total,2010,8802707
UT,under18,2011,881350
OK,under18,2004,881606
CO,under18,1990,881640
NJ,total,2011,8836639
OK,under18,1995,883667
DE,total,2008,883874
OK,under18,2003,883959
OK,under18,2002,884961
OK,under18,2001,885218
OK,under18,2005,885316
MT,total,1996,886254
NJ,total,2012,8867749
OK,under18,1996,887093
UT,under18,2012,888578
MT,total,1997,889865
NJ,total,2013,8899339
NC,total,2006,8917270
DE,total,2009,891730
OK,under18,2000,891847
CA,under18,1995,8920578
MT,total,1998,892431
GA,total,2005,8925922
OK,under18,1997,893835
OK,under18,2006,894761
OK,under18,1999,895678
CO,under18,1991,896537
UT,under18,2013,896589
PR,under18,2010,896945
MT,total,1999,897508
OK,under18,1998,898501
DE,total,2010,899711
MT,total,2000,903773
OK,under18,2007,904328
MT,total,2001,906961
CA,under18,1996,9079519
DE,total,2011,907985
OK,under18,2008,910617
MT,total,2002,911667
NC,total,2007,9118037
CA,under18,1997,9135359
GA,total,2006,9155813
CA,under18,1998,9163238
DE,total,2012,917053
CA,under18,2013,9174877
MT,total,2003,919630
CA,under18,1999,9207878
PR,under18,2009,920794
CA,under18,2012,9209007
SC,under18,1990,921041
OK,under18,2009,922711
CA,under18,2011,9252336
CO,under18,1992,925577
DE,total,2013,925749
CA,under18,2000,9267089
CA,under18,2010,9284094
CA,under18,2009,9294501
MT,total,2004,930009
NC,total,2008,9309449
MI,total,1990,9311319
OK,under18,2010,931483
CA,under18,2008,9321621
CA,under18,2001,9325466
CA,under18,2007,9335620
GA,total,2007,9349988
OK,under18,2011,935714
SC,under18,1991,936122
CA,under18,2002,9365142
CA,under18,2006,9370884
OK,under18,2012,939911
MI,total,1991,9400446
MT,total,2005,940102
CA,under18,2003,9404594
CA,under18,2005,9405565
CA,under18,2004,9418497
NC,total,2009,9449566
PR,under18,2008,945705
KY,under18,1990,945951
OK,under18,2013,947027
CO,under18,1993,947806
SC,under18,1992,947868
MI,total,1992,9479065
GA,total,2008,9504843
KY,under18,1991,951512
MT,total,2006,952692
MI,total,1993,9540114
NC,total,2010,9559533
SC,under18,1993,956951
MI,total,1994,9597737
GA,total,2009,9620846
KY,under18,1992,963861
MT,total,2007,964706
NC,total,2011,9651377
CO,under18,1994,966412
MI,total,1995,9676211
SC,under18,1994,969766
KY,under18,1993,971134
GA,total,2010,9713248
PR,under18,2007,973613
NC,total,2012,9748364
MI,total,1996,9758645
SC,under18,1995,975884
MT,total,2008,976415
MI,total,1997,9809051
GA,total,2011,9810181
KY,under18,1994,981439
MT,total,2009,983982
CO,under18,1995,984310
KY,under18,1995,984486
MI,total,1998,9847942
NC,total,2013,9848060
KY,under18,1996,987062
MI,total,2011,9874589
SC,under18,1996,987576
MI,total,2010,9876149
MI,total,2012,9882519
MI,total,2013,9895622
MI,total,1999,9897116
MI,total,2009,9901591
MT,total,2010,990527
GA,total,2012,9915646
KY,under18,2001,994105
MI,total,2008,9946889
KY,under18,2000,994984
MI,total,2000,9952450
KY,under18,2002,995251
KY,under18,1999,996382
KY,under18,1998,997296
MT,total,2011,997600
KY,under18,2004,998459
KY,under18,2003,998485
PR,under18,2006,998543
MI,total,2001,9991120
GA,total,2013,9992167
PR,under18,1990,NaN
PR,under18,1994,NaN
PR,total,1991,NaN
PR,under18,1997,NaN
PR,total,1998,NaN
PR,total,1997,NaN
PR,total,1996,NaN
PR,under18,1995,NaN
PR,under18,1996,NaN
PR,total,1999,NaN
PR,total,1990,NaN
PR,total,1995,NaN
PR,under18,1991,NaN
PR,under18,1993,NaN
PR,total,1994,NaN
PR,under18,1998,NaN
PR,total,1993,NaN
PR,total,1992,NaN
PR,under18,1999,NaN
PR,under18,1992,NaN
